第一申请人,第一申请人地区,第一申请人城市,year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,biomanufacturing_score_max,evidence_score_sum,evidence_score_mean,core_score_mean,core_score_max,main_categories,main_sub_categories,industry_segments,matched_terms,first_applicant_types
天津科技大学,中国,天津市,2023,70,251,3.585714285714286,5,416,5.942857142857143,3.585714285714286,5,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；原料与低碳路线；底盘细胞与菌株工程；生物元件与线路；生物过程与规模化；酶与蛋白质工程,下游分离纯化；代谢工程；农业生物制造；发酵工程；基因与基因组编辑；定向进化；工业菌种创制；底盘细胞；标准化生物元件；氨基酸与有机酸发酵产品；生物催化；生物炼制；表达系统；连续制造与过程强化；酶固定化与反应体系；酶工程；高值活性分子,应用产品；底层工具；技术平台；生产制造,5-羟基色氨酸；CRISPR；下游分离；丙氨酸；丙酮酸；代谢工程；分离纯化；发酵生产；发酵罐；发酵过程控制；合成代谢途径；固定化酶；固态发酵；基因合成；基因敲除；基因组精简；基因组编辑；定向进化；定点突变；富马酸；层析纯化；工程菌构建；底盘菌株；微生物发酵；戊二酸；易错PCR；木质纤维素；柠檬酸；核糖体结合位点；核苷酸；液态发酵；琥珀酸；生物催化；生物农药；生物发酵；生物合成途径；生物炼制；生物燃料；生物转化；甲硫氨酸；精氨酸；组合生物合成；肌醇；膜分离；膜过滤；苏氨酸；苹果酸；蛋氨酸；诱导表达；谷氨酸；赖氨酸；辅酶再生；连续发酵；连续培养；透明质酸；酶催化合成；酶工程；高产菌株,"企业,学校；学校；科研单位,学校"
天津美科信生物科技有限公司,中国,天津,2025,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,固态发酵,企业
天津苔微生物科技有限公司,中国,天津,2025,1,4,4.0,4,4,4.0,4.0,4,底盘细胞与菌株工程,合成群落与共培养,技术平台,微生物联合体,企业
天津药业研究院股份有限公司,中国,天津,2025,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物转化,企业
天津质谱生物科技有限公司,中国,天津市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化,企业
天津赛路思生物科技有限公司,中国,天津,2025,2,6,3.0,4,6,3.0,3.0,4,产品与应用；生物过程与规模化,发酵工程；高值活性分子,应用产品；生产制造,核苷酸；生物发酵,企业
天津迅酶生物科技有限公司,中国,天津,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
天津迪沙医药技术开发有限公司,中国,天津市,2021,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化,企业
天津金匙医学科技有限公司,中国,天津市,2021,1,4,4.0,4,8,8.0,4.0,4,计算设计与AI,多组学与系统建模,底层工具,基因组学；高通量测序,企业
天津金虹生物科技开发有限公司,中国,天津市,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,企业
天津银杉科技有限公司,中国,天津市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,过程控制与优化,生产制造,pH控制,企业
天津长芦汉沽盐场有限责任公司,中国,天津市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,光生物反应器；生物反应器,"企业,科研单位"
天津长芦汉沽盐场有限责任公司,中国,天津市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,光生物反应器；生物反应器,企业
天津鸿宇泰生物科技有限公司,中国,天津市,2023,2,4,2.0,2,8,4.0,2.0,2,产品与应用,高值活性分子,应用产品,丙酮酸；柠檬酸；肌醇；重组抗体,企业
天津鼎盛云巢生物科技有限公司,中国,天津,2024,1,4,4.0,4,9,9.0,4.0,4,代谢工程与细胞工厂,代谢工程,技术平台,代谢工程；发酵罐；核苷酸,企业
天海元祺生物科技(天津)有限公司,中国,天津,2025,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因编辑；核苷酸,"企业,科研单位"
天润(山东)生态环境科技有限公司,中国,威海,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,企业
天科院环境科技发展(天津)有限公司,中国,天津,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,"企业,科研单位"
天科院环境科技发展(天津)有限公司,中国,天津市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,企业
天筛(上海)科技有限公司,中国,上海市,2023,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因合成,底层工具,基因合成,企业
天育(湖州)生物科技有限公司,中国,湖州,2024,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因合成,底层工具,DNA合成；生物农药,企业
天赋能健康产业集团股份有限公司,中国,天津,2025,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵工程,"企业,学校"
太仓市业洪净水新材料有限公司,中国,苏州,2024,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,发酵工程,生产制造,丙酸；微生物发酵；生物发酵,企业
太仓新科生态科技有限公司,中国,苏州,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
太仓百川水处理设备有限公司,中国,苏州市,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,光生物反应器；生物反应器,企业
太仓超云生物信息咨询服务有限公司,中国,苏州,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙酮酸,企业
太原学院,中国,太原市,2021,1,5,5.0,5,5,5.0,5.0,5,原料与低碳路线,电生物合成,前沿制造,电化学-生物耦合,学校
太原市中心医院,中国,太原,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,苏氨酸；赖氨酸,机关团体
太原师范学院,中国,晋中市,2023,3,7,2.3333333333333335,3,7,2.3333333333333335,2.3333333333333335,3,产品与应用；生物过程与规模化,生物反应器；高值活性分子,应用产品；生产制造,发酵罐；核苷酸,学校
太原理工大学,中国,太原,2024,5,17,3.4,4,21,4.2,3.4,4,产品与应用；前沿生物制造；生物过程与规模化；酶与蛋白质工程,3D生物打印；下游分离纯化；发酵工程；可降解聚合物；生物催化,前沿制造；应用产品；生产制造,3D生物打印；PHA；分离纯化；发酵生产；固定化酶；柠檬酸；生物催化；聚羟基脂肪酸酯,"学校；科研单位,学校"
太原理工大学,中国,太原,2025,2,8,4.0,4,8,4.0,4.0,4,生物过程与规模化；酶与蛋白质工程,发酵工程；生物催化,生产制造,发酵生产；固态发酵；生物转化,"学校；学校,企业"
太原理工大学,中国,太原市,2021,7,22,3.142857142857143,4,22,3.142857142857143,3.142857142857143,4,产品与应用；前沿生物制造,3D生物打印；生物能源与燃料,前沿制造；应用产品,3D生物打印；生物燃料,学校
太原理工大学,中国,太原市,2022,10,28,2.8,4,31,3.1,2.8,4,产品与应用；前沿生物制造；生物过程与规模化；酶与蛋白质工程,3D生物打印；氨基酸与有机酸发酵产品；生物催化；生物能源与燃料；过程控制与优化；连续制造与过程强化,前沿制造；应用产品；生产制造,3D生物打印；pH控制；丙酮酸；柠檬酸；生物柴油；生物燃料；生物转化；聚乳酸；连续培养,学校
太原理工大学,中国,太原市,2023,2,6,3.0,4,6,3.0,3.0,4,产品与应用；生物过程与规模化,发酵工程；生物能源与燃料,应用产品；生产制造,生物发酵；生物燃料,学校
太原科技大学,中国,太原,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,光生物反应器；生物反应器,学校
太原科技大学,中国,太原市,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化,学校
太和县金意成毛发制品有限公司,中国,阜阳市,2021,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,肌醇,企业
太极集团有限公司,中国,重庆市,2021,2,8,4.0,4,12,6.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因敲除；核苷酸,"企业,学校"
太阳雨林(北京)生物医药有限公司,中国,北京,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,肝素；透明质酸,企业
太阳雨林(北京)生物医药有限公司,中国,北京市,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,精氨酸；苏氨酸；谷氨酸；赖氨酸,企业
太阳食物有限公司,芬兰,,2024,1,4,4.0,4,6,6.0,4.0,4,生物过程与规模化,连续制造与过程强化,生产制造,单细胞蛋白；连续培养,企业
奇华顿股份有限公司,瑞士,,2025,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化；生物转化,企业
奈安制药(中国)有限公司,中国,通化市,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
奎克生技光电股份有限公司,中国,台湾省,2024,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因合成,底层工具,DNA合成；核苷酸,企业
奎克生技光电股份有限公司,中国,新竹县,2024,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因合成,底层工具,DNA合成；核苷酸,企业
奥克泰生物科技股份有限公司,加拿大,,2025,2,6,3.0,3,9,4.5,3.0,3,前沿生物制造；生物过程与规模化,干细胞与细胞规模制造；生物反应器,前沿制造；生产制造,生物反应器；自动化细胞培养,企业
奥精医疗科技股份有限公司,中国,北京市,2023,2,8,4.0,4,8,4.0,4.0,4,前沿生物制造,3D生物打印,前沿制造,生物墨水,企业
奥维茨奥成像系统公司,比利时,,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
奥锐特药业(天津)有限公司,中国,天津市,2021,2,8,4.0,4,8,4.0,4.0,4,DNA/RNA读写编辑；代谢工程与细胞工厂,基因与基因组编辑；表达系统,底层工具；技术平台,CRISPR；分泌表达；表达盒,企业
奶酪博士(上海)科技有限公司,中国,上海,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
好当家集团有限公司,中国,威海,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,虾青素,企业
好记食品酿造股份有限公司,中国,延边,2024,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；谷氨酸,企业
好记食品酿造股份有限公司,中国,延边朝鲜族自治州,2023,2,4,2.0,3,6,3.0,2.0,3,产品与应用；生物过程与规模化,氨基酸与有机酸发酵产品；生物反应器,应用产品；生产制造,功能性食品原料；发酵罐；谷氨酸,企业
好运来(福建)食品有限公司,中国,漳州市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
如意情生物科技股份有限公司,中国,武汉市,2021,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,企业
妙合圣华(上海)生物科技有限公司,中国,上海市,2021,1,4,4.0,4,6,6.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,核苷酸；诱导表达,企业
妙越缇卡生物医药科技(山东)有限公司,中国,潍坊,2024,3,9,3.0,4,9,3.0,3.0,4,产品与应用；生物过程与规模化,发酵工程；重组药物与生物活性原料,应用产品；生产制造,微生物发酵；生物发酵；胶原蛋白；透明质酸,企业
妙越缇卡生物医药科技(山东)有限公司,中国,潍坊市,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
姚建铭,中国,合肥,2025,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因敲除,个人
姜允英,韩国,,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸；蛋氨酸,个人
姜锐,中国,吉林,2025,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；生物发酵,个人
威士邦(厦门)环境科技有限公司,中国,厦门,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
威海东巽生物科技有限公司,中国,威海市,2023,1,4,4.0,4,6,6.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵；虾青素,企业
威海中天云顶生物科技发展有限公司,中国,威海,2025,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；生物发酵,企业
威海嘉盛乳业有限公司,中国,威海市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
威海市世代海洋生物科技股份有限公司,中国,威海,2024,1,4,4.0,4,4,4.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,分泌表达,企业
威海市世代海洋生物科技股份有限公司,中国,威海市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产；微生物发酵；生物发酵,企业
威海市宇王集团海洋生物工程有限公司,中国,威海市,2023,1,5,5.0,5,6,6.0,5.0,5,生物制造基础,核心概念,技术平台,生物制造；生物制造技术；胶原蛋白,企业
威海明睿智琳生物科技有限公司,中国,威海,2024,1,4,4.0,4,5,5.0,4.0,4,前沿生物制造,3D生物打印,前沿制造,生物墨水；胶原蛋白,企业
威海海凡盐业有限公司,中国,威海市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
威海海洋职业学院,中国,威海,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物燃料,学校
威海海洋职业学院,中国,威海,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,学校
威海海洋职业学院,中国,威海市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,学校
威海瑞佳丽生物科技有限公司,中国,威海市,2021,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,细胞破碎；透明质酸,企业
威海百合生物技术股份有限公司,中国,威海市,2022,1,4,4.0,4,9,9.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,分离纯化；核苷酸；生物转化,"企业,学校"
威海百合生物技术股份有限公司,中国,威海市,2023,3,6,2.0,4,6,2.0,2.0,4,产品与应用；酶与蛋白质工程,氨基酸与有机酸发酵产品；生物催化,应用产品；生产制造,丙氨酸；柠檬酸；生物转化；苏氨酸；谷氨酸,"企业；企业,学校"
威海索通节能科技股份有限公司,中国,威海,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
威海纽普生物技术有限公司,中国,威海市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸；赖氨酸,企业
威海英卡瑞环保科技股份有限公司,中国,威海,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,企业
威海蓝创环保设备有限公司,中国,威海市,2023,2,6,3.0,3,12,6.0,3.0,3,生物过程与规模化,过程控制与优化,生产制造,pH控制；生物反应器；膜生物反应器,企业
威海迪普森生物科技有限公司,中国,威海,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,企业
