第一申请人,第一申请人地区,第一申请人城市,first_year,last_year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,biomanufacturing_score_max,evidence_score_sum,evidence_score_mean,core_score_mean,core_score_max,main_categories,main_sub_categories,industry_segments,matched_terms,first_applicant_types,firm_main_category,firm_main_sub_category,firm_main_industry_segment
广州市博之越精细化工有限公司,中国,广州,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,精氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
广州市博之越精细化工有限公司,中国,广州市,2023,2023,2,8,4.0,4,18,9.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；生物发酵；胶原蛋白；谷氨酸,企业,生物过程与规模化,发酵工程,生产制造
广州市合生创研生物医药有限公司,中国,广州,2025,2025,1,3,3.0,3,9,9.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；细胞破碎；胶原蛋白；重组胶原蛋白,企业,生物过程与规模化,生物反应器,生产制造
广州市土根旺生物科技有限公司,中国,广州,2025,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,农业生物制造,应用产品,微生物肥料,"企业,企业,企业",产品与应用,农业生物制造,应用产品
广州市天河区林和粤财技术服务中心,中国,广州市,2022,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,机关团体,生物过程与规模化,生物反应器,生产制造
广州市娇兰化妆品有限公司,中国,广州,2024,2024,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产；微生物发酵；生物发酵；透明质酸,企业,生物过程与规模化,发酵工程,生产制造
广州市娇兰化妆品有限公司,中国,广州市,2024,2024,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产；微生物发酵；生物发酵；透明质酸,企业,生物过程与规模化,发酵工程,生产制造
广州市宝桃食品有限公司,中国,广州,2024,2024,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,酶法合成,企业,酶与蛋白质工程,生物催化,生产制造
广州市宝颜化妆品有限公司,中国,广州,2024,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,虾青素,企业,产品与应用,高值活性分子,应用产品
广州市巧美化妆品有限公司,中国,广州,2024,2025,2,6,3.0,3,9,4.5,3.0,3,生物过程与规模化,下游分离纯化；生物反应器,生产制造,分离纯化；发酵罐；膜过滤,企业,生物过程与规模化,生物反应器,生产制造
广州市巴菲巴健康产业有限公司,中国,广州市,2022,2023,6,11,1.8333333333333333,3,18,3.0,1.8333333333333333,3,产品与应用；生物过程与规模化,平台化合物；氨基酸与有机酸发酵产品；生物反应器；重组药物与生物活性原料；高值活性分子,应用产品；生产制造,发酵罐；柠檬酸；核苷酸；琥珀酸；精氨酸；聚乳酸；胶原蛋白；葡萄糖酸；赖氨酸,企业,产品与应用,平台化合物,应用产品
广州市广环环保科技有限公司,中国,广州市,2021,2021,2,4,2.0,2,4,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,燃料乙醇；生物柴油,企业,产品与应用,生物能源与燃料,应用产品
广州市微生物研究所有限公司,中国,广州市,2021,2022,3,10,3.3333333333333335,4,11,3.6666666666666665,3.3333333333333335,4,生物过程与规模化,下游分离纯化；发酵工程；生物反应器,生产制造,分离纯化；发酵生产；发酵罐；苏氨酸,"企业；企业,学校",生物过程与规模化,发酵工程,生产制造
广州市微生物研究所集团股份有限公司,中国,广州,2024,2024,2,5,2.5,4,5,2.5,2.5,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品,应用产品；生产制造,固态发酵；谷氨酸,企业,生物过程与规模化,发酵工程,生产制造
广州市微生物研究所集团股份有限公司,中国,广州市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,液态发酵,企业,生物过程与规模化,发酵工程,生产制造
广州市怡地环保有限公司,中国,广州市,2023,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物燃料,企业,产品与应用,生物能源与燃料,应用产品
广州市恒诺康医药科技有限公司,中国,广州市,2023,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业,产品与应用,高值活性分子,应用产品
广州市技嘉贸易有限公司,中国,广州,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,透明质酸,企业,产品与应用,重组药物与生物活性原料,应用产品
广州市拓瑞科技有限公司,中国,广州市,2021,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,透明质酸,企业,产品与应用,重组药物与生物活性原料,应用产品
广州市文睿科学仪器有限公司,中国,广州,2025,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,企业,产品与应用,重组药物与生物活性原料,应用产品
广州市普淳环保科技有限公司,中国,广州市,2023,2023,2,6,3.0,3,6,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业,生物过程与规模化,生物反应器,生产制造
广州市晶科电器有限公司,中国,广州,2025,2025,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,"企业,企业",生物过程与规模化,发酵工程,生产制造
广州市朗坤环境科技有限公司,中国,广州,2025,2025,1,4,4.0,4,4,4.0,4.0,4,代谢工程与细胞工厂,代谢工程,技术平台,代谢工程,"企业,企业",代谢工程与细胞工厂,代谢工程,技术平台
广州市林业和园林科学研究院,中国,广州市,2021,2023,2,4,2.0,2,4,2.0,2.0,2,产品与应用,农业生物制造；高值活性分子,应用产品,核苷酸；生物农药,科研单位,产品与应用,农业生物制造,应用产品
广州市桐晖药业有限公司,中国,广州,2024,2024,1,3,3.0,3,6,6.0,3.0,3,生物过程与规模化,生物反应器,生产制造,分离纯化；发酵罐,企业,生物过程与规模化,生物反应器,生产制造
广州市比柔生物科技有限公司,中国,广州,2024,2025,2,5,2.5,4,8,4.0,2.5,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品,应用产品；生产制造,丙酸；微生物发酵；琥珀酸；生物发酵；透明质酸,企业,生物过程与规模化,发酵工程,生产制造
广州市涵美化妆品有限公司,中国,广州市,2022,2023,3,4,1.3333333333333333,2,5,1.6666666666666667,1.3333333333333333,2,产品与应用,重组药物与生物活性原料；高值活性分子,应用产品,柠檬酸；透明质酸；麦角硫因,企业,产品与应用,重组药物与生物活性原料,应用产品
广州市清逸环保科技有限公司,中国,广州市,2023,2023,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；生物燃料；膜生物反应器,企业,生物过程与规模化,生物反应器,生产制造
广州市澳米环保科技有限公司,中国,广州市,2023,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,透明质酸,企业,产品与应用,重组药物与生物活性原料,应用产品
广州市点滴生物科技有限公司,中国,广州市,2021,2021,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,企业,生物过程与规模化,发酵工程,生产制造
广州市爱家有方日用品有限公司,中国,广州,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,葡萄糖酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
广州市玉鑫化妆品有限公司,中国,广州市,2022,2022,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；谷氨酸,企业,生物过程与规模化,生物反应器,生产制造
广州市玉鑫生物医疗科技有限公司,中国,广州市,2023,2023,2,7,3.5,4,7,3.5,3.5,4,生物过程与规模化；酶与蛋白质工程,生物催化；生物反应器,生产制造,发酵罐；生物转化,企业,生物过程与规模化,生物反应器,生产制造
广州市玑蜜生物科技有限公司,中国,广州,2024,2024,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤；透明质酸,企业,生物过程与规模化,下游分离纯化,生产制造
广州市环境保护工程设计院有限公司,中国,广州市,2022,2023,2,4,2.0,2,4,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物燃料,企业,产品与应用,生物能源与燃料,应用产品
广州市百好博有限公司,中国,广州,2024,2024,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,丙氨酸；麦角硫因,企业,产品与应用,高值活性分子,应用产品
广州市百好博有限公司,中国,广州市,2023,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,依克多因；麦角硫因,企业,产品与应用,高值活性分子,应用产品
广州市百爱神生物科技有限公司,中国,广州市,2022,2022,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；葡萄糖酸,企业,生物过程与规模化,生物反应器,生产制造
广州市真诚环保科技股份有限公司,中国,广州市,2023,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,企业,生物过程与规模化,生物反应器,生产制造
广州市科能化妆品科研有限公司,中国,广州,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤,企业,生物过程与规模化,下游分离纯化,生产制造
广州市科能化妆品科研有限公司,中国,广州市,2021,2023,2,6,3.0,4,10,5.0,3.0,4,产品与应用；生物过程与规模化,发酵工程；高值活性分子,应用产品；生产制造,液态发酵；红没药醇；膜过滤；谷氨酸,企业,生物过程与规模化,发酵工程,生产制造
广州市第一人民医院(广州消化疾病中心、广州医科大学附属市一人民医院、华南理工大学附属第二医院),中国,广州,2025,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,胶原蛋白,机关团体,产品与应用,重组药物与生物活性原料,应用产品
广州市第八人民医院,中国,广州市,2022,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,机关团体,产品与应用,重组药物与生物活性原料,应用产品
广州市络捷生物科技有限公司,中国,广州,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
广州市美夫兰化妆品有限公司,中国,广州,2024,2025,2,5,2.5,4,10,5.0,2.5,4,产品与应用；生物过程与规模化,发酵工程；重组药物与生物活性原料,应用产品；生产制造,液态发酵；精氨酸；肌醇；透明质酸,企业,产品与应用,重组药物与生物活性原料,应用产品
广州市美驰化妆品有限公司,中国,广州市,2021,2023,2,6,3.0,4,7,3.5,3.0,4,产品与应用；生物过程与规模化,发酵工程；高值活性分子,应用产品；生产制造,固态发酵；熊果苷；透明质酸,企业,产品与应用,高值活性分子,应用产品
广州市胜梅化妆品有限公司,中国,广州市,2021,2023,2,4,2.0,2,4,2.0,2.0,2,产品与应用,高值活性分子,应用产品,依克多因,企业,产品与应用,高值活性分子,应用产品
广州市腾宇化妆品有限公司,中国,广州,2024,2024,1,2,2.0,2,4,4.0,2.0,2,产品与应用,高值活性分子,应用产品,红没药醇；苹果酸；透明质酸,企业,产品与应用,高值活性分子,应用产品
广州市致美斋酱园有限公司,中国,广州,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,有机酸发酵,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
广州市航禹环境科技有限公司,中国,广州,2025,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
广州市艾贝泰生物科技有限公司,中国,广州,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业,生物过程与规模化,生物反应器,生产制造
广州市芦苇环保科技有限责任公司,中国,广州市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化,企业,酶与蛋白质工程,生物催化,生产制造
广州市英朴司生物科技有限公司,中国,广州,2024,2024,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,红没药醇；透明质酸,企业,产品与应用,高值活性分子,应用产品
广州市谭山蜂业有限公司,中国,广州市,2023,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
广州市达瑞生物技术股份有限公司,中国,广州市,2023,2023,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因测序,底层工具,核苷酸；纳米孔测序,企业,DNA/RNA读写编辑,基因测序,底层工具
广州市迈源科技有限公司,中国,广州市,2023,2023,1,3,3.0,3,6,6.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜分离；膜生物反应器,企业,生物过程与规模化,生物反应器,生产制造
广州市金因源生物技术有限公司,中国,广州,2024,2024,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化；胶原蛋白,企业,生物过程与规模化,下游分离纯化,生产制造
广州市金宸生物科技有限公司,中国,广州,2024,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业,产品与应用,高值活性分子,应用产品
广州市金龟寿药品有限公司,中国,广州市,2021,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化,企业,生物过程与规模化,下游分离纯化,生产制造
广州市锐博生物科技有限公司,中国,广州市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因编辑,企业,DNA/RNA读写编辑,基因与基因组编辑,底层工具
广州市阳光美域日用品有限公司,中国,广州,2025,2025,1,4,4.0,4,11,11.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；生物发酵；膜过滤；苹果酸,企业,生物过程与规模化,发酵工程,生产制造
广州市顺昌源酒业有限公司,中国,广州,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
广州希海生物科技有限公司,中国,广州,2025,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,谷氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
广州序科码生物技术有限责任公司,中国,广州市,2022,2022,1,4,4.0,4,12,12.0,4.0,4,DNA/RNA读写编辑,基因测序,底层工具,DNA合成；高通量构建；高通量测序,"企业,学校",DNA/RNA读写编辑,基因测序,底层工具
